Name,Latitude,Longitude
206 Haynes Street McCannsville Talladega AL 35160 United States of America,33.4393359,-86.0829715
Talladega County AL 35096 United States of America,33.6059,-86.1112
Martin Street North Pell City AL 32125 United States of America,33.6068326,-86.2817531
Taco Bell 504 Hamric Drive East Oxford AL 36203 United States of America,33.608158,-85.830015
Gilmer Avenue Tallassee Elmore County AL 36078 United States of America,32.552365,-85.921144
Taco Bell 5903 US 231;AL 21 Blueberry Hill Wetumpka AL 36092 United States of America,32.5263614,-86.2074619
8801 Eastchase Parkway Montgomery AL 36117 United States of America,32.364859,-86.141544
Montgomery County AL 36109 United States of America,32.3834,-86.2434
Taco Bell 1801 Pinson Valley Parkway Danville Tarrant AL 35217 United States of America,33.5855162,-86.7702116
Taco Bell 1611 Morris Avenue Fultondale Jefferson County AL 35068 United States of America,33.6082971,-86.8020181
9509 Parkway East Birmingham AL 35215 United States of America,33.5950975,-86.6949537
Taco Bell 1541 Montclair Road Crestview Hills Birmingham AL 35210 United States of America,33.5237402,-86.7250928
Clarke County AL 36784 United States of America,31.9067,-87.7598
Clarke County AL 36545 United States of America,31.5131,-87.8672
Marengo County AL 36732 United States of America,32.4908,-87.8397
Pike County AL 36081 United States of America,31.7945,-85.9655
602 Boll Weevil Circle North Heights Enterprise AL 36330 United States of America,31.3332548,-85.8646392
Dale County AL 36322 United States of America,31.2811,-85.7305
8020 Vaughn Road Montgomery AL 36116 United States of America,32.3386294,-86.1756789
Valley Road Trussville AL 35173 United States of America,33.6394731,-86.615837
Taco Bell 100 20th Avenue Northeast Center Point Gardens Center Point AL 35215 United States of America,33.6386226,-86.6832101
Taco Bell 6726 Deerfoot Parkway Candlewood Lakes Pinson AL 35126 United States of America,33.6969124,-86.6067914
Old Highway 75 Pinson AL 35126 United States of America,33.756164,-86.638036
Taco Bell The Strip 1211 University Boulevard Riverside Circle Tuscaloosa AL 35401 United States of America,33.2107873,-87.5538227
Taco Bell 236 15th Street Tuscaloosa AL 35401 United States of America,33.1988968,-87.538733
Taco Bell 2610 Stillman Boulevard Tuscaloosa AL 35401 United States of America,33.2057159,-87.5699737
815 Skyland Boulevard Tuscaloosa AL 35405 United States of America,33.1653096,-87.5486043
Tuscaloosa County AL 35405 United States of America,33.1617,-87.5144
Taco Bell 2903 20th Avenue Valley Chambers County AL 36854 United States of America,32.8446864,-85.1821805
Troup County GA 30240 United States of America,33.0243,-85.0739
Taco Bell 1300 Columbus Parkway Crooked Creek Opelika AL 36804 United States of America,32.6438948,-85.3481307
Taco Bell 1506 Lafayette Parkway LaGrange GA 30241 United States of America,33.0418162,-84.980401
319 Cane Creek Road Warrior Jefferson County AL 35180 United States of America,33.8111279,-86.8234091
Taco Bell 523 Fieldstown Road Gardendale AL 35071 United States of America,33.6516905,-86.8197321
Old Highway 75 Pinson AL 35126 United States of America,33.756164,-86.638036
Walker County AL 35148 United States of America,33.768,-87.0445
Taco Bell 5903 US 231;AL 21 Blueberry Hill Wetumpka AL 36092 United States of America,32.5263614,-86.2074619
Montgomery County AL 36109 United States of America,32.3834,-86.2434
Taco Bell 5380 Atlanta Highway Mountain View Estates Montgomery AL 36109 United States of America,32.3812693,-86.2156899
Taco Bell 5163 Carmichael Road Montgomery AL 36106 United States of America,32.3601298,-86.2174091
Marion County AL 35594 United States of America,33.9303,-87.7972
1746 Military Street South Hamilton AL 35570 United States of America,34.1180639,-87.9896127
1525 Temple Avenue North Fayette AL 35555 United States of America,33.7051363,-87.8255173
42462 AL 195 Haleyville Winston County AL 35565 United States of America,34.2388315,-87.5986881
